id;specimentype;species;scientificName;verbatimScientificName;sp_kingdom;sp_phylum;sp_class;sp_order;sp_family;sp_genus;genericName;specificEpithet;infraspecificEpithet;iucnRedListCategory
161;PARATYPE;Rhinodrilus antonioi;Rhinodrilus antonioi Hernández-García & Sousa, 2020;Rhinodrilus antonionii;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Rhinodrilus;Rhinodrilus;antonioi;;NE
162;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
163;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
164;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
165;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
166;;;Neanthes Kinberg, 1865;Neanthes;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Neanthes;Neanthes;;;
167;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
168;;;Nereis Linnaeus, 1758;Nereis;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Nereis;Nereis;;;
169;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
170;;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;NE
171;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
172;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
173;;;incertae sedis;;incertae sedis;;;;;;;;;
174;;Hyperiodrilus africanus;Hyperiodrilus africanus Beddard, 1891;Hyperiodrilus africanus;Animalia;Annelida;Clitellata;Crassiclitellata;Eudrilidae;Hyperiodrilus;Hyperiodrilus;africanus;;NE
175;;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;NE
176;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
177;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
178;;;Oligochaeta;Oligochaeta;Animalia;Annelida;Clitellata;;;;Oligochaeta;;;
179;;Liodrilus mendesi;Liodrilus mendesi Righi, 1994;Liodrilus mendesi;Animalia;Annelida;Clitellata;;;Liodrilus;Liodrilus;mendesi;;NE
180;;Rhinodrilus brasiliensis;Urobenus brasiliensis Benham, 1886;Urobenus brasiliensis;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Rhinodrilus;Urobenus;brasiliensis;;NE
181;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
182;PARATYPE;Rhinodrilus antonioi;Rhinodrilus antonioi Hernández-García & Sousa, 2020;Rhinodrilus antonionii;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Rhinodrilus;Rhinodrilus;antonioi;;NE
183;;Hyperiodrilus africanus;Hyperiodrilus africanus Beddard, 1891;Hyperiodrilus africanus;Animalia;Annelida;Clitellata;Crassiclitellata;Eudrilidae;Hyperiodrilus;Hyperiodrilus;africanus;;NE
184;;;Neanthes Kinberg, 1865;Neanthes;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Neanthes;Neanthes;;;
185;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
186;;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;NE
187;;;Clitellata;Hirudinea;Animalia;Annelida;Clitellata;;;;Clitellata;;;NE
188;;;Aglaophamus Kinberg, 1866;Aglaophamus;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Aglaophamus;Aglaophamus;;;
189;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
190;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
191;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
192;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
193;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
194;;Urobenus petrerei;Urobenus petrerei Righi, 1985;Urobenus petrerei;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Urobenus;Urobenus;petrerei;;NE
195;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
196;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
197;;Phragmatopoma caudata;Phragmatopoma caudata Krøyer, 1863;Phragmatopoma caudata;Animalia;Annelida;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;Phragmatopoma;caudata;;NE
198;;Laeonereis culveri;Laeonereis culveri (Webster, 1879);Laeonereis culveri;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Laeonereis;Laeonereis;culveri;;NE
199;;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;NE
200;;Urobenus petrerei;Urobenus petrerei Righi, 1985;Urobenus petrerei;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Urobenus;Urobenus;petrerei;;NE
201;;Benhamia affinis;Dichogaster affinis (Michaelsen, 1890);Dichogaster affinis;Animalia;Annelida;Clitellata;Crassiclitellata;Octochaetidae;Benhamia;Dichogaster;affinis;;NE
202;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
203;PARATYPE;Rhinodrilus antonioi;Rhinodrilus antonioi Hernández-García & Sousa, 2020;Rhinodrilus antonionii;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Rhinodrilus;Rhinodrilus;antonioi;;NE
204;;;Sigambra Müller, 1858;Sigambra;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;;;
205;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
206;;Laeonereis culveri;Laeonereis culveri (Webster, 1879);Laeonereis culveri;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Laeonereis;Laeonereis;culveri;;NE
207;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
208;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
209;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
210;;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;NE
211;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
212;;;Aglaophamus Kinberg, 1866;Aglaophamus;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Aglaophamus;Aglaophamus;;;
213;;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;NE
214;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
215;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
216;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
217;;Benhamia affinis;Dichogaster affinis (Michaelsen, 1890);Dichogaster affinis;Animalia;Annelida;Clitellata;Crassiclitellata;Octochaetidae;Benhamia;Dichogaster;affinis;;NE
218;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
219;;Dichogaster bolaui;Dichogaster bolaui (Michaelsen, 1891);Dichogaster bolaui;Animalia;Annelida;Clitellata;Crassiclitellata;Octochaetidae;Dichogaster;Dichogaster;bolaui;;NE
220;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
221;;Righiodrilus tocantinensis;Righiodrilus tocantinensis (Righi, 1972);Righiodrilus tocantinensis;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Righiodrilus;Righiodrilus;tocantinensis;;NE
222;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
223;;;Capitella Blainville, 1828;Capitella;Animalia;Annelida;Polychaeta;;Capitellidae;Capitella;Capitella;;;
224;;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;NE
225;;Dichogaster bolaui;Dichogaster bolaui (Michaelsen, 1891);Dichogaster bolaui;Animalia;Annelida;Clitellata;Crassiclitellata;Octochaetidae;Dichogaster;Dichogaster;bolaui;;NE
226;;Urobenus petrerei;Urobenus petrerei Righi, 1985;Urobenus petrerei;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Urobenus;Urobenus;petrerei;;NE
227;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
228;;;Notomastus M.Sars, 1851;Notomastus;Animalia;Annelida;Polychaeta;;Capitellidae;Notomastus;Notomastus;;;
229;;Dichogaster bolaui;Dichogaster bolaui (Michaelsen, 1891);Dichogaster bolaui;Animalia;Annelida;Clitellata;Crassiclitellata;Octochaetidae;Dichogaster;Dichogaster;bolaui;;NE
230;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
231;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
232;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
233;;Nephtys fluviatilis;Nephtys fluviatilis Monro, 1937;Nephtys fluviatilis;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Nephtys;fluviatilis;;NE
234;;;Notomastus M.Sars, 1851;Notomastus;Animalia;Annelida;Polychaeta;;Capitellidae;Notomastus;Notomastus;;;
235;HOLOTYPE;;Pontoscolex;Pontoscolex Awa;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
236;;Dichogaster bolaui;Dichogaster bolaui (Michaelsen, 1891);Dichogaster bolaui;Animalia;Annelida;Clitellata;Crassiclitellata;Octochaetidae;Dichogaster;Dichogaster;bolaui;;NE
237;;;Capitella Blainville, 1828;Capitella;Animalia;Annelida;Polychaeta;;Capitellidae;Capitella;Capitella;;;
238;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
239;;Nephtys fluviatilis;Nephtys fluviatilis Monro, 1937;Nephtys fluviatilis;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Nephtys;fluviatilis;;NE
240;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
241;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
242;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
243;;Nephtys fluviatilis;Nephtys fluviatilis Monro, 1937;Nephtys fluviatilis;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Nephtys;fluviatilis;;NE
244;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
245;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
246;;;Notomastus M.Sars, 1851;Notomastus;Animalia;Annelida;Polychaeta;;Capitellidae;Notomastus;Notomastus;;;
247;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
248;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
249;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
250;;;Capitella Blainville, 1828;Capitella;Animalia;Annelida;Polychaeta;;Capitellidae;Capitella;Capitella;;;
251;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
252;;Urobenus petrerei;Urobenus petrerei Righi, 1985;Urobenus petrerei;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Urobenus;Urobenus;petrerei;;NE
253;;Dichogaster bolaui;Dichogaster bolaui (Michaelsen, 1891);Dichogaster bolaui;Animalia;Annelida;Clitellata;Crassiclitellata;Octochaetidae;Dichogaster;Dichogaster;bolaui;;NE
254;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
255;;Urobenus petrerei;Urobenus petrerei Righi, 1985;Urobenus petrerei;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Urobenus;Urobenus;petrerei;;NE
256;;;Capitella Blainville, 1828;Capitella;Animalia;Annelida;Polychaeta;;Capitellidae;Capitella;Capitella;;;
257;;;Notomastus M.Sars, 1851;Notomastus;Animalia;Annelida;Polychaeta;;Capitellidae;Notomastus;Notomastus;;;
258;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
259;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
260;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
261;;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;NE
262;;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;NE
263;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
264;;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;NE
265;;Liodrilus mendesi;Liodrilus mendesi Righi, 1994;Liodrilus mendesi;Animalia;Annelida;Clitellata;;;Liodrilus;Liodrilus;mendesi;;NE
266;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
267;;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;NE
268;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
269;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
270;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
271;;;Notomastus M.Sars, 1851;Notomastus;Animalia;Annelida;Polychaeta;;Capitellidae;Notomastus;Notomastus;;;
272;;Urobenus petrerei;Urobenus petrerei Righi, 1985;Urobenus petrerei;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Urobenus;Urobenus;petrerei;;NE
273;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
274;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
275;;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;NE
276;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
277;;Liodrilus mendesi;Liodrilus mendesi Righi, 1994;Liodrilus mendesi;Animalia;Annelida;Clitellata;;;Liodrilus;Liodrilus;mendesi;;NE
278;;Laeonereis culveri;Laeonereis culveri (Webster, 1879);Laeonereis culveri;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Laeonereis;Laeonereis;culveri;;NE
279;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
280;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
281;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
282;;Sigambra grubii;Sigambra grubii Müller, 1858;Sigambra grubii;Animalia;Annelida;Polychaeta;Phyllodocida;Pilargidae;Sigambra;Sigambra;grubii;;NE
283;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
284;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
285;;Dichogaster bolaui;Dichogaster bolaui (Michaelsen, 1891);Dichogaster bolaui;Animalia;Annelida;Clitellata;Crassiclitellata;Octochaetidae;Dichogaster;Dichogaster;bolaui;;NE
286;;;Laeonereis Hartman, 1945;Laeonereis;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Laeonereis;Laeonereis;;;
287;;Pontoscolex corethrurus;Pontoscolex corethrurus (Muller, 1856);Pontoscolex corethrurus;Animalia;Annelida;Clitellata;Crassiclitellata;Rhinodrilidae;Pontoscolex;Pontoscolex;corethrurus;;NE
288;;Laeonereis culveri;Laeonereis culveri (Webster, 1879);Laeonereis culveri;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Laeonereis;Laeonereis;culveri;;NE
289;;;Pontoscolex;Pontoscolex Corethrurus;Animalia;Annelida;Clitellata;Haplotaxida;Glossoscolecidae;Pontoscolex;Pontoscolex;;;
